brand,model,submodel,year,gear,engine,color,mileage,price,dateRecorded,source,sourceType,sourceUrl,externalId,series_auto,trim_auto
BENZ,,,2017.0,ekiiyr``ot,,dam,90902.0,790000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2019.0,ekiiyr``ot,,ethaa,40000.0,379000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2014.0,ekiiyr``ot,,dam,223231.0,199000.0,2025-11-26,taladrod,marketplace,,,,
HYUNDAI,,,2018.0,ekiiyr``ot,,namtaal,160000.0,865000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2017.0,ekiiyr``ot,,ethaa,224410.0,235000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2017.0,ekiiyr``ot,,khaaw,138690.0,549000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2016.0,ekiiyr``ot,,khaaw,220000.0,720000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2016.0,ekiiyr``ot,,dam,295000.0,355000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2022.0,ekiiyrthrrmdaa,,khaaw,190000.0,398000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2021.0,ekiiyrthrrmdaa,,khaaw,200000.0,519000.0,2025-11-26,taladrod,marketplace,,,,
PORSCHE,,,2020.0,ekiiyr``ot,,dam,30000.0,4590000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2020.0,ekiiyr``ot,,khaaw,94000.0,1299000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2023.0,ekiiyr``ot,,sm,30000.0,1380000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2022.0,ekiiyrthrrmdaa,,khaaw,100000.0,685000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2023.0,ekiiyrthrrmdaa,,khaaw,100000.0,735000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2015.0,ekiiyr``ot,,dam,145000.0,329000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2018.0,ekiiyr``ot,,khaaw,106000.0,419000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2016.0,ekiiyr``ot,,ethaa,103000.0,299000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2020.0,ekiiyr``ot,,aedng,31789.0,920000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2013.0,ekiiyr``ot,,dam,160000.0,359000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2021.0,ekiiyr``ot,,khaaw,60000.0,1890000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2021.0,ekiiyr``ot,,sm,57000.0,489000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2017.0,ekiiyr``ot,,ethaa,100727.0,1300000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2015.0,ekiiyr``ot,,dam,80000.0,439000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2014.0,ekiiyr``ot,,khaaw,93104.0,599000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2018.0,ekiiyr``ot,,khaaw,175728.0,999000.0,2025-11-26,taladrod,marketplace,,,,
SUBARU,,,2020.0,ekiiyr``ot,,khaaw,100000.0,738000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2015.0,ekiiyr``ot,,khaaw,91624.0,477000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2012.0,ekiiyr``ot,,khaaw,200000.0,219000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2019.0,ekiiyr``ot,,br`nchengin,90213.0,679000.0,2025-11-26,taladrod,marketplace,,,,
VOLKSWAGEN,,,2013.0,ekiiyr``ot,,dam,220000.0,399000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2014.0,ekiiyr``ot,,aedng,70000.0,998000.0,2025-11-26,taladrod,marketplace,,,,
CHEVROLET,,,2019.0,ekiiyr``ot,,dam,139000.0,499000.0,2025-11-26,taladrod,marketplace,,,,
MINI,,,2021.0,ekiiyr``ot,,ethaa,82742.0,1190000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2014.0,ekiiyr``ot,,khaaw,130000.0,199000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2018.0,ekiiyr``ot,,ethaa,200000.0,499000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2020.0,ekiiyr``ot,,ethaa,96000.0,999000.0,2025-11-26,taladrod,marketplace,,,,
VOLVO,,,2020.0,ekiiyr``ot,,br`nchengin,60000.0,1060000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2018.0,ekiiyr``ot,,khaaw,213172.0,338000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2019.0,ekiiyr``ot,,br`nchengin,90000.0,379000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2014.0,ekiiyr``ot,,khaaw,334000.0,289000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2019.0,ekiiyr``ot,,khaaw,113000.0,859000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2019.0,ekiiyr``ot,,dam,176694.0,635000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2018.0,ekiiyr``ot,,ethaa,80000.0,859000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2019.0,ekiiyr``ot,,namtaal,56542.0,799000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2014.0,ekiiyr``ot,,khaaw,140000.0,849000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2023.0,ekiiyr``ot,,khaaw,28689.0,419000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2009.0,ekiiyr``ot,,ethaa,175000.0,99000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2023.0,ekiiyr``ot,,khaaw,25754.0,635000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2020.0,ekiiyr``ot,,khaaw,170000.0,770000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2015.0,ekiiyr``ot,,br`nchengin,140000.0,190000.0,2025-11-26,taladrod,marketplace,,,,
HYUNDAI,,,2019.0,ekiiyr``ot,,namtaal,70000.0,955000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2015.0,ekiiyr``ot,,khaaw,115899.0,348000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2020.0,ekiiyr``ot,,sm,74143.0,339000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2011.0,ekiiyr``ot,,dam,138106.0,529000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2017.0,ekiiyr``ot,,ethaa,125000.0,699000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2012.0,ekiiyr``ot,,ethaa,338475.0,459000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2013.0,ekiiyr``ot,,khaaw,348715.0,349000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2018.0,ekiiyr``ot,,ekhiiyw,165000.0,679000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2021.0,ekiiyr``ot,,khaaw,67000.0,1358000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2022.0,ekiiyr``ot,,ethaa,73000.0,899000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2019.0,ekiiyr``ot,,khaaw,194052.0,809000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2007.0,ekiiyr``ot,,ethaa,129833.0,199000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2019.0,ekiiyr``ot,,br`nchengin,160000.0,699000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2013.0,ekiiyr``ot,,br`nchengin,229700.0,359000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2011.0,ekiiyr``ot,,ethaa,100000.0,169000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2018.0,ekiiyr``ot,,aedng,293211.0,549000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2019.0,ekiiyr``ot,,khaaw,110000.0,928000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2014.0,ekiiyr``ot,,khaaw,110000.0,595000.0,2025-11-26,taladrod,marketplace,,,,
AUDI,,,2020.0,ekiiyr``ot,,aedng,63000.0,1398000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2018.0,ekiiyr``ot,,khaaw,63000.0,689000.0,2025-11-26,taladrod,marketplace,,,,
KIA,,,2022.0,ekiiyr``ot,,ethaa,138729.0,1458000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2018.0,ekiiyr``ot,,dam,246223.0,429000.0,2025-11-26,taladrod,marketplace,,,,
MG,,,2020.0,ekiiyr``ot,,khaaw,89000.0,395000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2014.0,ekiiyr``ot,,khaaw,120000.0,990000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2011.0,ekiiyr``ot,,dam,210000.0,259000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2015.0,ekiiyr``ot,,khaaw,90000.0,187000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2020.0,ekiiyr``ot,,dam,53453.0,779000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2022.0,ekiiyrthrrmdaa,,namtaal,38000.0,319000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2013.0,ekiiyr``ot,,br`nchengin,185000.0,219000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2019.0,ekiiyr``ot,,khaaw,107200.0,1425000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2020.0,ekiiyr``ot,,khaaw,113645.0,759000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2013.0,ekiiyr``ot,,dam,150000.0,759000.0,2025-11-26,taladrod,marketplace,,,,
NETA,,,2023.0,ekiiyr``ot,,ekhiiyw,25000.0,280000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2019.0,ekiiyrthrrmdaa,,br`nchengin,150000.0,829000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2024.0,ekiiyr``ot,,br`nchth`ng,17879.0,120000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2006.0,ekiiyr``ot,,ethaa,178000.0,333000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2016.0,ekiiyrthrrmdaa,,khaaw,210000.0,549000.0,2025-11-26,taladrod,marketplace,,,,
AUDI,,,1998.0,ekiiyr``ot,,ethaa,281024.0,68000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2020.0,ekiiyr``ot,,khaaw,118185.0,649000.0,2025-11-26,taladrod,marketplace,,,,
SUBARU,,,2016.0,ekiiyr``ot,,sm,79464.0,438000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2018.0,ekiiyr``ot,,dam,70000.0,419000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2011.0,ekiiyr``ot,,khaaw,257637.0,349000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2020.0,ekiiyr``ot,,dam,7778.0,1650000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2017.0,ekiiyr``ot,,khaaw,175000.0,859000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2024.0,ekiiyr``ot,,khaaw,23000.0,899000.0,2025-11-26,taladrod,marketplace,,,,
VOLKSWAGEN,,,2017.0,ekiiyr``ot,,ethaa,80000.0,1590000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2021.0,ekiiyr``ot,,ethaa,59000.0,579000.0,2025-11-26,taladrod,marketplace,,,,
PORSCHE,,,2021.0,ekiiyr``ot,,khaaw,20000.0,11900000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2021.0,ekiiyr``ot,,ethaa,20579.0,1390000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2006.0,ekiiyr``ot,,br`nchengin,190000.0,349000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2011.0,ekiiyr``ot,,ethaa,150000.0,490000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2016.0,ekiiyrthrrmdaa,,khaaw,178263.0,298000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2012.0,ekiiyr``ot,,khaaw,120000.0,689000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2015.0,ekiiyr``ot,,khaaw,125000.0,559000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2010.0,ekiiyrthrrmdaa,,dam,162908.0,148000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2022.0,ekiiyr``ot,,khaaw,82000.0,359000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2023.0,ekiiyr``ot,,khaaw,17000.0,339000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2022.0,ekiiyr``ot,,khaaw,84000.0,469000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2013.0,ekiiyr``ot,,ethaa,61548.0,558000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2020.0,ekiiyr``ot,,khaaw,25000.0,319000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2022.0,ekiiyr``ot,,dam,36547.0,639000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2022.0,ekiiyr``ot,,khaaw,63759.0,459000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2021.0,ekiiyr``ot,,ethaa,14000.0,1065000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2022.0,ekiiyr``ot,,khaaw,84000.0,680000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2016.0,ekiiyr``ot,,ethaa,63979.0,265000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2011.0,ekiiyr``ot,,khaaw,53000.0,749000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2014.0,ekiiyr``ot,,dam,270000.0,890000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2015.0,ekiiyr``ot,,ethaa,260000.0,369000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2022.0,ekiiyr``ot,,khaaw,46667.0,898000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2019.0,ekiiyr``ot,,khaaw,203034.0,1980000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2006.0,ekiiyrthrrmdaa,,khaaw,200000.0,129000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2016.0,ekiiyrthrrmdaa,,aedng,100000.0,275000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2011.0,ekiiyr``ot,,khaaw,60000.0,799000.0,2025-11-26,taladrod,marketplace,,,,
PORSCHE,,,2012.0,ekiiyr``ot,,ethaa,70000.0,1457000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2017.0,ekiiyr``ot,,ethaa,260000.0,533000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2015.0,ekiiyr``ot,,khaaw,80224.0,699000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2019.0,ekiiyr``ot,,dam,88251.0,1850000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2020.0,ekiiyr``ot,,dam,50000.0,859000.0,2025-11-26,taladrod,marketplace,,,,
SUZUKI,,,2018.0,ekiiyr``ot,,aedng,48000.0,299000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2018.0,ekiiyr``ot,,ethaa,182000.0,649000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2016.0,ekiiyr``ot,,khaaw,122399.0,519000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2006.0,ekiiyr``ot,,ethaa,219088.0,178000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2012.0,ekiiyr``ot,,khaaw,90000.0,459000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2011.0,ekiiyr``ot,,ethaa,202180.0,288000.0,2025-11-26,taladrod,marketplace,,,,
PEUGEOT,,,2012.0,ekiiyr``ot,,ethaa,37919.0,258000.0,2025-11-26,taladrod,marketplace,,,,
SUZUKI,,,2022.0,ekiiyr``ot,,namengin,21390.0,345000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2017.0,ekiiyr``ot,,ethaa,161000.0,215000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2017.0,ekiiyr``ot,,ethaa,78122.0,269000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2013.0,ekiiyr``ot,,khaaw,170000.0,149000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2015.0,ekiiyr``ot,,khaaw,190000.0,1748000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2016.0,ekiiyr``ot,,dam,112000.0,478000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2010.0,ekiiyr``ot,,ethaa,148737.0,368000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2015.0,ekiiyr``ot,,ethaa,150000.0,199000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2015.0,ekiiyr``ot,,br`nchengin,125000.0,199000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2021.0,ekiiyr``ot,,aedng,54600.0,459000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2022.0,ekiiyr``ot,,ethaa,51330.0,425000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2022.0,ekiiyr``ot,,khaaw,91700.0,439000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2018.0,ekiiyrthrrmdaa,,khaaw,63000.0,338000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2015.0,ekiiyr``ot,,dam,118511.0,718000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2013.0,ekiiyr``ot,,khaaw,170000.0,379000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2017.0,ekiiyr``ot,,ethaa,127000.0,459000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2018.0,ekiiyr``ot,,dam,103612.0,569000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2019.0,ekiiyr``ot,,dam,50000.0,2089000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2017.0,ekiiyr``ot,,namengin,208000.0,559000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2017.0,ekiiyr``ot,,khaaw,144000.0,639000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2017.0,ekiiyr``ot,,namtaal,120000.0,619000.0,2025-11-26,taladrod,marketplace,,,,
VOLKSWAGEN,,,2012.0,ekiiyr``ot,,br`nchengin,113441.0,629000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2021.0,ekiiyr``ot,,khaaw,140000.0,2090000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2017.0,ekiiyr``ot,,khaaw,130000.0,689000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2017.0,ekiiyrthrrmdaa,,ethaa,75675.0,239000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2007.0,ekiiyr``ot,,namtaal,165010.0,455000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2021.0,ekiiyr``ot,,khaaw,85000.0,1098000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2014.0,ekiiyr``ot,,khaaw,135172.0,419000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2019.0,ekiiyr``ot,,khaaw,184310.0,675000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2022.0,ekiiyr``ot,,khaaw,29619.0,409000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2010.0,ekiiyr``ot,,khaaw,120000.0,1099000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2019.0,ekiiyr``ot,,ethaa,104000.0,499000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2020.0,ekiiyrthrrmdaa,,khaaw,125130.0,325000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2021.0,ekiiyr``ot,,khaaw,72101.0,990000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2012.0,ekiiyr``ot,,khaaw,190000.0,250000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2020.0,ekiiyr``ot,,ethaa,55309.0,899000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2012.0,ekiiyr``ot,,khaaw,260000.0,308000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2007.0,ekiiyr``ot,,khaaw,,320000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2021.0,ekiiyr``ot,,khaaw,93000.0,739000.0,2025-11-26,taladrod,marketplace,,,,
HAVAL,,,2022.0,ekiiyr``ot,,ethaa,51726.0,599000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2006.0,ekiiyr``ot,,ethaa,221303.0,115000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2008.0,ekiiyr``ot,,dam,231988.0,219000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2012.0,ekiiyr``ot,,dam,150000.0,2450000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2021.0,ekiiyrthrrmdaa,,khaaw,170000.0,349000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2022.0,ekiiyrthrrmdaa,,khaaw,220000.0,539000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2019.0,ekiiyr``ot,,khaaw,113957.0,269000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2015.0,ekiiyr``ot,,dam,394000.0,339000.0,2025-11-26,taladrod,marketplace,,,,
AUDI,,,2017.0,ekiiyr``ot,,dam,59000.0,1599000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2023.0,ekiiyr``ot,,khaaw,9000.0,2150000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2016.0,ekiiyr``ot,,ethaa,148000.0,309000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2013.0,ekiiyr``ot,,khaaw,110000.0,699000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2020.0,ekiiyr``ot,,khaaw,84882.0,1730000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2012.0,ekiiyr``ot,,br`nchengin,194592.0,419000.0,2025-11-26,taladrod,marketplace,,,,
,,,,``otemtik,1200cc,,91498.0,278000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,1900cc,,33788.0,790000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,1900cc,,8253.0,478000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,1900cc,,6536.0,422000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,1900cc,,23004.0,290000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,2500cc,,141205.0,184000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,2500cc,,123046.0,142000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,1900cc,,1520.0,436000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,2400cc,,242103.0,600000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,2500cc,,210530.0,518000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,2500cc,,112902.0,174000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,2500cc,,58191.0,220000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,3000cc,,145333.0,190000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,2000cc,,112058.0,772000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,204HP,,28095.0,540000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,2400cc,,240407.0,50000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,1900cc,,233287.0,93000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,2000cc,,359348.0,150000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,3000cc,,381458.0,104000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,2500cc,,203266.0,69000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,1500cc,,237688.0,71000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,1500cc,,247402.0,17000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,1500cc,,216994.0,,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,2000cc,,221434.0,,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,2000cc,,72000.0,12000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,1200cc,,0.0,,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,1500cc,,21331.0,534000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,1500cc,,16311.0,538000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,1500cc,,18804.0,542000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,1500cc,,30975.0,538000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,1500cc,,24331.0,476000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,1500cc,,27616.0,500000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,2400cc,,5116.0,332000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,2500cc,,28361.0,328000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,2400cc,,14986.0,474000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,1800cc,,78154.0,604000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,2400cc,,15463.0,310000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,1200cc,,80453.0,272000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,2400cc,,24730.0,386000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,1200cc,,50765.0,274000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,2800cc,,72690.0,412000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,1200cc,,69650.0,248000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,2400cc,,43581.0,310000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,2400cc,,51249.0,286000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,2400cc,,144346.0,212000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,2800cc,,27959.0,462000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,2400cc,,73149.0,764000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,1900cc,,45625.0,372000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,1900cc,,53705.0,382000.0,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,3000cc,,61542.0,144000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,2500cc,,75732.0,554000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,2500cc,,214009.0,1200000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,2500cc,,99413.0,,2025-11-26,motto,marketplace,,,,
,,,,thrrmdaa,2500cc,,454698.0,292000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,2400cc,,101434.0,822000.0,2025-11-26,motto,marketplace,,,,
,,,,``otemtik,1500cc,,84677.0,278000.0,2025-11-26,motto,marketplace,,,,
